OrderID,Date,DateKey,Year,MonthNumber,MonthName,Quarter,Category,ProductKey,Product,RegionKey,Region,Units,UnitPrice,UnitCost,DiscountRate,SalesAmount,CostAmount,Profit
ORD-20230127-00548,2023-01-27,20230127,2023,1,Enero,Q1,Tablet,7,Tablet Mini,11,Norte,3,405.69,294.49,0.11,1083.19,883.47,199.72
ORD-20230123-00554,2023-01-23,20230123,2023,1,Enero,Q1,Accesorio,9,Teclado,11,Norte,16,127.09,98.91,0.08,1870.76,1582.56,288.2
ORD-20230124-00558,2023-01-24,20230124,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,10,Este,9,1718.32,1048.34,0.18,12681.2,9435.06,3246.14
ORD-20230126-00561,2023-01-26,20230126,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,10,Este,9,1387.91,905.99,0.09,11366.98,8153.91,3213.07
ORD-20230115-00580,2023-01-15,20230115,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,9,714.89,510.25,0.1,5790.61,4592.25,1198.36
ORD-20230110-00596,2023-01-10,20230110,2023,1,Enero,Q1,Tablet,7,Tablet Mini,12,Oeste,10,417.45,268.0,0.3,2922.15,2680.0,242.15
ORD-20230105-00624,2023-01-05,20230105,2023,1,Enero,Q1,Teléfono,10,Teléfono X,12,Oeste,7,650.19,493.55,0.01,4505.82,3454.85,1050.97
ORD-20230126-00643,2023-01-26,20230126,2023,1,Enero,Q1,Cómputo,3,Laptop Air,11,Norte,13,1915.88,1475.37,0.25,18679.83,19179.81,-499.98
ORD-20230113-00704,2023-01-13,20230113,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,10,Este,5,1994.27,1406.72,0.12,8774.79,7033.6,1741.19
ORD-20230101-00757,2023-01-01,20230101,2023,1,Enero,Q1,Teléfono,10,Teléfono X,10,Este,9,1095.26,809.85,0.15,8378.74,7288.65,1090.09
ORD-20230130-00792,2023-01-30,20230130,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,11,Norte,5,640.47,479.6,0.14,2754.02,2398.0,356.02
ORD-20230114-00900,2023-01-14,20230114,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,12,Oeste,12,1066.79,656.74,0.09,11649.35,7880.88,3768.47
ORD-20230121-00920,2023-01-21,20230121,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,13,Sur,7,1602.27,976.99,0.17,9309.19,6838.93,2470.26
ORD-20230107-00931,2023-01-07,20230107,2023,1,Enero,Q1,Accesorio,9,Teclado,10,Este,6,48.31,36.35,0.11,257.98,218.1,39.88
ORD-20230116-00955,2023-01-16,20230116,2023,1,Enero,Q1,Cómputo,3,Laptop Air,10,Este,4,1920.89,1249.95,0.04,7376.22,4999.8,2376.42
ORD-20230123-00968,2023-01-23,20230123,2023,1,Enero,Q1,Tablet,8,Tablet Plus,13,Sur,13,564.41,448.29,0.09,6676.97,5827.77,849.2
ORD-20230126-00983,2023-01-26,20230126,2023,1,Enero,Q1,Cómputo,3,Laptop Air,13,Sur,10,1873.74,1411.67,0.22,14615.17,14116.7,498.47
ORD-20230104-01019,2023-01-04,20230104,2023,1,Enero,Q1,Tablet,7,Tablet Mini,11,Norte,8,864.86,639.42,0.08,6365.37,5115.36,1250.01
ORD-20230119-01020,2023-01-19,20230119,2023,1,Enero,Q1,Accesorio,6,Mouse,13,Sur,9,126.13,76.26,0.23,874.08,686.34,187.74
ORD-20230117-01032,2023-01-17,20230117,2023,1,Enero,Q1,Teléfono,10,Teléfono X,13,Sur,7,1104.32,723.1,0.26,5720.38,5061.7,658.68
ORD-20230112-01043,2023-01-12,20230112,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,11,Norte,10,1736.57,1092.13,0.19,14066.22,10921.3,3144.92
ORD-20230110-01077,2023-01-10,20230110,2023,1,Enero,Q1,Tablet,8,Tablet Plus,12,Oeste,10,420.49,265.07,0.13,3658.26,2650.7,1007.56
ORD-20230105-01109,2023-01-05,20230105,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,11,Norte,11,1861.09,1440.14,0.21,16172.87,15841.54,331.33
ORD-20230105-01114,2023-01-05,20230105,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,13,Sur,5,935.35,716.58,0.07,4349.38,3582.9,766.48
ORD-20230115-01126,2023-01-15,20230115,2023,1,Enero,Q1,Tablet,7,Tablet Mini,10,Este,7,798.95,598.95,0.03,5424.87,4192.65,1232.22
ORD-20230128-01178,2023-01-28,20230128,2023,1,Enero,Q1,Tablet,7,Tablet Mini,12,Oeste,6,306.37,186.47,0.14,1580.87,1118.82,462.05
ORD-20230110-01206,2023-01-10,20230110,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,12,Oeste,9,732.14,500.58,0.25,4941.94,4505.22,436.72
ORD-20230102-01235,2023-01-02,20230102,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,12,Oeste,11,694.65,475.43,0.13,6647.8,5229.73,1418.07
ORD-20230102-01270,2023-01-02,20230102,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,13,Sur,4,1381.02,1066.65,0.26,4087.82,4266.6,-178.78
ORD-20230120-01329,2023-01-20,20230120,2023,1,Enero,Q1,Accesorio,6,Mouse,13,Sur,4,27.64,17.89,0.29,78.5,71.56,6.94
ORD-20230129-01333,2023-01-29,20230129,2023,1,Enero,Q1,Accesorio,9,Teclado,11,Norte,8,109.78,83.66,0.16,737.72,669.28,68.44
ORD-20230124-01352,2023-01-24,20230124,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,7,721.25,489.74,0.25,3786.56,3428.18,358.38
ORD-20230120-01374,2023-01-20,20230120,2023,1,Enero,Q1,Accesorio,1,Audífonos,12,Oeste,3,127.36,93.34,0.12,336.23,280.02,56.21
ORD-20230109-01382,2023-01-09,20230109,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,8,533.18,418.72,0.1,3838.9,3349.76,489.14
ORD-20230106-01436,2023-01-06,20230106,2023,1,Enero,Q1,Accesorio,1,Audífonos,11,Norte,8,27.33,21.79,0.19,177.1,174.32,2.78
ORD-20230111-01456,2023-01-11,20230111,2023,1,Enero,Q1,Accesorio,6,Mouse,12,Oeste,10,93.57,59.08,0.28,673.7,590.8,82.9
ORD-20230113-01521,2023-01-13,20230113,2023,1,Enero,Q1,Tablet,7,Tablet Mini,10,Este,7,736.45,444.65,0.26,3814.81,3112.55,702.26
ORD-20230115-01582,2023-01-15,20230115,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,13,441.56,336.97,0.06,5395.86,4380.61,1015.25
ORD-20230101-01589,2023-01-01,20230101,2023,1,Enero,Q1,Tablet,7,Tablet Mini,11,Norte,3,453.64,357.44,0.16,1143.17,1072.32,70.85
ORD-20230119-01657,2023-01-19,20230119,2023,1,Enero,Q1,Tablet,8,Tablet Plus,10,Este,12,506.16,377.13,0.02,5952.44,4525.56,1426.88
ORD-20230103-01704,2023-01-03,20230103,2023,1,Enero,Q1,Accesorio,2,Cargador,13,Sur,11,89.3,57.36,0.09,893.89,630.96,262.93
ORD-20230130-01744,2023-01-30,20230130,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,10,Este,13,936.61,671.0,0.05,11567.13,8723.0,2844.13
ORD-20230113-01760,2023-01-13,20230113,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,11,771.24,490.53,0.13,7380.77,5395.83,1984.94
ORD-20230109-01813,2023-01-09,20230109,2023,1,Enero,Q1,Teléfono,10,Teléfono X,12,Oeste,7,1037.27,747.35,0.3,5082.62,5231.45,-148.83
ORD-20230117-01835,2023-01-17,20230117,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,13,Sur,7,941.68,607.62,0.12,5800.75,4253.34,1547.41
ORD-20230130-01841,2023-01-30,20230130,2023,1,Enero,Q1,Accesorio,1,Audífonos,12,Oeste,10,88.42,68.25,0.08,813.46,682.5,130.96
ORD-20230115-01879,2023-01-15,20230115,2023,1,Enero,Q1,Tablet,7,Tablet Mini,13,Sur,9,325.06,239.1,0.2,2340.43,2151.9,188.53
ORD-20230113-01925,2023-01-13,20230113,2023,1,Enero,Q1,Accesorio,1,Audífonos,13,Sur,5,125.79,85.26,0.06,591.21,426.3,164.91
ORD-20230114-02005,2023-01-14,20230114,2023,1,Enero,Q1,Teléfono,10,Teléfono X,12,Oeste,11,1119.02,756.95,0.14,10585.93,8326.45,2259.48
ORD-20230121-02026,2023-01-21,20230121,2023,1,Enero,Q1,Tablet,7,Tablet Mini,11,Norte,7,513.12,311.05,0.19,2909.39,2177.35,732.04
ORD-20230111-02027,2023-01-11,20230111,2023,1,Enero,Q1,Accesorio,6,Mouse,13,Sur,10,143.52,110.1,0.14,1234.27,1101.0,133.27
ORD-20230124-02029,2023-01-24,20230124,2023,1,Enero,Q1,Cómputo,3,Laptop Air,12,Oeste,6,1426.01,1053.28,0.27,6245.92,6319.68,-73.76
ORD-20230113-02038,2023-01-13,20230113,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,11,Norte,4,667.56,412.19,0.22,2082.79,1648.76,434.03
ORD-20230126-02053,2023-01-26,20230126,2023,1,Enero,Q1,Tablet,8,Tablet Plus,12,Oeste,11,625.19,391.29,0.17,5707.98,4304.19,1403.79
ORD-20230113-02059,2023-01-13,20230113,2023,1,Enero,Q1,Teléfono,10,Teléfono X,12,Oeste,8,557.88,390.17,0.25,3347.28,3121.36,225.92
ORD-20230109-02107,2023-01-09,20230109,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,10,Este,13,1143.89,832.45,0.14,12788.69,10821.85,1966.84
ORD-20230111-02133,2023-01-11,20230111,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,13,Sur,6,852.85,543.44,0.14,4400.71,3260.64,1140.07
ORD-20230126-02146,2023-01-26,20230126,2023,1,Enero,Q1,Accesorio,2,Cargador,10,Este,7,94.98,75.0,0.06,624.97,525.0,99.97
ORD-20230107-02154,2023-01-07,20230107,2023,1,Enero,Q1,Tablet,7,Tablet Mini,12,Oeste,7,406.22,281.21,0.2,2274.83,1968.47,306.36
ORD-20230104-02180,2023-01-04,20230104,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,10,Este,6,844.51,557.16,0.18,4154.99,3342.96,812.03
ORD-20230124-02190,2023-01-24,20230124,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,9,508.72,395.66,0.15,3891.71,3560.94,330.77
ORD-20230111-02198,2023-01-11,20230111,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,11,Norte,6,1280.64,961.56,0.07,7145.97,5769.36,1376.61
ORD-20230125-02224,2023-01-25,20230125,2023,1,Enero,Q1,Cómputo,3,Laptop Air,11,Norte,6,1631.52,1127.32,0.01,9691.23,6763.92,2927.31
ORD-20230123-02259,2023-01-23,20230123,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,12,Oeste,13,812.69,630.52,0.15,8980.22,8196.76,783.46
ORD-20230120-02270,2023-01-20,20230120,2023,1,Enero,Q1,Accesorio,6,Mouse,13,Sur,7,138.44,89.15,0.23,746.19,624.05,122.14
ORD-20230119-02283,2023-01-19,20230119,2023,1,Enero,Q1,Accesorio,6,Mouse,12,Oeste,3,101.65,74.18,0.14,262.26,222.54,39.72
ORD-20230130-02284,2023-01-30,20230130,2023,1,Enero,Q1,Tablet,8,Tablet Plus,12,Oeste,5,845.02,634.2,0.04,4056.1,3171.0,885.1
ORD-20230125-02324,2023-01-25,20230125,2023,1,Enero,Q1,Teléfono,10,Teléfono X,10,Este,10,1170.93,809.77,0.12,10304.18,8097.7,2206.48
ORD-20230111-02357,2023-01-11,20230111,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,10,Este,10,916.84,567.18,0.03,8893.35,5671.8,3221.55
ORD-20230102-02421,2023-01-02,20230102,2023,1,Enero,Q1,Tablet,8,Tablet Plus,13,Sur,6,425.22,315.51,0.21,2015.54,1893.06,122.48
ORD-20230121-02439,2023-01-21,20230121,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,13,Sur,6,1259.43,1006.58,0.03,7329.88,6039.48,1290.4
ORD-20230122-02472,2023-01-22,20230122,2023,1,Enero,Q1,Cómputo,3,Laptop Air,11,Norte,7,1032.86,700.73,0.1,6507.02,4905.11,1601.91
ORD-20230130-02473,2023-01-30,20230130,2023,1,Enero,Q1,Cómputo,3,Laptop Air,13,Sur,3,1293.15,818.82,0.09,3530.3,2456.46,1073.84
ORD-20230118-02488,2023-01-18,20230118,2023,1,Enero,Q1,Cómputo,3,Laptop Air,10,Este,15,1025.38,705.14,0.2,12304.56,10577.1,1727.46
ORD-20230118-02494,2023-01-18,20230118,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,11,Norte,9,1136.75,906.69,0.24,7775.37,8160.21,-384.84
ORD-20230110-02529,2023-01-10,20230110,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,11,Norte,8,1475.06,965.57,0.21,9322.38,7724.56,1597.82
ORD-20230115-02536,2023-01-15,20230115,2023,1,Enero,Q1,Tablet,7,Tablet Mini,13,Sur,7,405.87,317.26,0.08,2613.8,2220.82,392.98
ORD-20230107-02552,2023-01-07,20230107,2023,1,Enero,Q1,Tablet,8,Tablet Plus,10,Este,7,497.96,299.92,0.17,2893.15,2099.44,793.71
ORD-20230105-02565,2023-01-05,20230105,2023,1,Enero,Q1,Teléfono,10,Teléfono X,11,Norte,9,844.97,598.76,0.05,7224.49,5388.84,1835.65
ORD-20230120-02575,2023-01-20,20230120,2023,1,Enero,Q1,Cómputo,3,Laptop Air,13,Sur,9,933.33,728.3,0.26,6215.98,6554.7,-338.72
ORD-20230121-02578,2023-01-21,20230121,2023,1,Enero,Q1,Cómputo,3,Laptop Air,11,Norte,10,1701.35,1325.92,0.29,12079.58,13259.2,-1179.62
ORD-20230107-02584,2023-01-07,20230107,2023,1,Enero,Q1,Tablet,8,Tablet Plus,10,Este,3,425.74,295.2,0.06,1200.59,885.6,314.99
ORD-20230105-02591,2023-01-05,20230105,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,11,Norte,7,902.13,586.83,0.26,4673.03,4107.81,565.22
ORD-20230122-02598,2023-01-22,20230122,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,9,456.01,327.45,0.06,3857.84,2947.05,910.79
ORD-20230102-02643,2023-01-02,20230102,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,10,Este,10,1089.07,752.87,0.25,8168.02,7528.7,639.32
ORD-20230126-02652,2023-01-26,20230126,2023,1,Enero,Q1,Cómputo,3,Laptop Air,13,Sur,9,1886.93,1302.28,0.14,14604.84,11720.52,2884.32
ORD-20230115-02653,2023-01-15,20230115,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,10,Este,7,1032.42,810.28,0.15,6142.9,5671.96,470.94
ORD-20230107-02683,2023-01-07,20230107,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,11,Norte,13,1990.04,1219.39,0.26,19144.18,15852.07,3292.11
ORD-20230110-02688,2023-01-10,20230110,2023,1,Enero,Q1,Accesorio,9,Teclado,11,Norte,7,131.46,88.25,0.08,846.6,617.75,228.85
ORD-20230123-02693,2023-01-23,20230123,2023,1,Enero,Q1,Tablet,7,Tablet Mini,12,Oeste,6,894.83,592.68,0.18,4402.56,3556.08,846.48
ORD-20230120-02711,2023-01-20,20230120,2023,1,Enero,Q1,Accesorio,2,Cargador,13,Sur,11,46.28,32.6,0.2,407.26,358.6,48.66
ORD-20230114-02726,2023-01-14,20230114,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,13,Sur,13,1485.56,1127.56,0.22,15063.58,14658.28,405.3
ORD-20230122-02766,2023-01-22,20230122,2023,1,Enero,Q1,Cómputo,3,Laptop Air,11,Norte,10,1529.28,1193.74,0.05,14528.16,11937.4,2590.76
ORD-20230107-02804,2023-01-07,20230107,2023,1,Enero,Q1,Tablet,8,Tablet Plus,13,Sur,11,633.17,502.47,0.12,6129.09,5527.17,601.92
ORD-20230116-02837,2023-01-16,20230116,2023,1,Enero,Q1,Tablet,8,Tablet Plus,10,Este,5,629.42,490.0,0.18,2580.62,2450.0,130.62
ORD-20230126-02851,2023-01-26,20230126,2023,1,Enero,Q1,Accesorio,2,Cargador,10,Este,8,52.0,37.65,0.15,353.6,301.2,52.4
ORD-20230129-02874,2023-01-29,20230129,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,11,Norte,9,1657.61,1094.52,0.08,13725.01,9850.68,3874.33
ORD-20230105-02891,2023-01-05,20230105,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,10,Este,12,977.1,759.01,0.04,11256.19,9108.12,2148.07
ORD-20230124-02946,2023-01-24,20230124,2023,1,Enero,Q1,Accesorio,6,Mouse,12,Oeste,9,38.54,28.56,0.14,298.3,257.04,41.26
ORD-20230117-02952,2023-01-17,20230117,2023,1,Enero,Q1,Tablet,8,Tablet Plus,13,Sur,13,359.96,219.32,0.0,4679.48,2851.16,1828.32
ORD-20230127-02976,2023-01-27,20230127,2023,1,Enero,Q1,Teléfono,10,Teléfono X,10,Este,12,1284.22,806.11,0.07,14331.9,9673.32,4658.58
ORD-20230124-02989,2023-01-24,20230124,2023,1,Enero,Q1,Accesorio,2,Cargador,13,Sur,3,143.31,90.05,0.23,331.05,270.15,60.9
ORD-20230119-03070,2023-01-19,20230119,2023,1,Enero,Q1,Teléfono,12,Teléfono Z,12,Oeste,10,779.74,491.25,0.16,6549.82,4912.5,1637.32
ORD-20230112-03078,2023-01-12,20230112,2023,1,Enero,Q1,Accesorio,1,Audífonos,13,Sur,9,139.5,84.46,0.03,1217.84,760.14,457.7
ORD-20230117-03107,2023-01-17,20230117,2023,1,Enero,Q1,Accesorio,1,Audífonos,10,Este,5,146.84,115.99,0.07,682.81,579.95,102.86
ORD-20230122-03116,2023-01-22,20230122,2023,1,Enero,Q1,Cómputo,3,Laptop Air,11,Norte,7,1377.15,827.67,0.03,9350.85,5793.69,3557.16
ORD-20230102-03127,2023-01-02,20230102,2023,1,Enero,Q1,Accesorio,2,Cargador,13,Sur,13,102.02,74.76,0.23,1021.22,971.88,49.34
ORD-20230110-03128,2023-01-10,20230110,2023,1,Enero,Q1,Accesorio,6,Mouse,12,Oeste,9,61.28,41.51,0.06,518.43,373.59,144.84
ORD-20230117-03180,2023-01-17,20230117,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,13,Sur,16,1011.37,695.74,0.25,12136.44,11131.84,1004.6
ORD-20230110-03196,2023-01-10,20230110,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,11,Norte,16,1809.48,1199.89,0.15,24608.93,19198.24,5410.69
ORD-20230129-03225,2023-01-29,20230129,2023,1,Enero,Q1,Tablet,7,Tablet Mini,13,Sur,7,513.01,330.52,0.05,3411.52,2313.64,1097.88
ORD-20230102-03261,2023-01-02,20230102,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,12,Oeste,5,619.76,394.39,0.21,2448.05,1971.95,476.1
ORD-20230119-03296,2023-01-19,20230119,2023,1,Enero,Q1,Accesorio,6,Mouse,13,Sur,6,137.1,106.03,0.13,715.66,636.18,79.48
ORD-20230109-03346,2023-01-09,20230109,2023,1,Enero,Q1,Cómputo,3,Laptop Air,10,Este,5,1167.42,786.48,0.28,4202.71,3932.4,270.31
ORD-20230122-03361,2023-01-22,20230122,2023,1,Enero,Q1,Cómputo,3,Laptop Air,13,Sur,7,1128.54,764.37,0.17,6556.82,5350.59,1206.23
ORD-20230122-03412,2023-01-22,20230122,2023,1,Enero,Q1,Tablet,7,Tablet Mini,12,Oeste,6,729.59,516.07,0.06,4114.89,3096.42,1018.47
ORD-20230128-03454,2023-01-28,20230128,2023,1,Enero,Q1,Accesorio,2,Cargador,11,Norte,7,124.35,85.13,0.19,705.06,595.91,109.15
ORD-20230108-03536,2023-01-08,20230108,2023,1,Enero,Q1,Tablet,7,Tablet Mini,13,Sur,6,413.91,283.6,0.01,2458.63,1701.6,757.03
ORD-20230115-03620,2023-01-15,20230115,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,11,Norte,7,618.7,401.21,0.11,3854.5,2808.47,1046.03
ORD-20230129-03665,2023-01-29,20230129,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,10,Este,7,1536.11,1081.33,0.04,10322.66,7569.31,2753.35
ORD-20230125-03684,2023-01-25,20230125,2023,1,Enero,Q1,Tablet,7,Tablet Mini,11,Norte,7,574.55,428.84,0.21,3177.26,3001.88,175.38
ORD-20230108-03817,2023-01-08,20230108,2023,1,Enero,Q1,Tablet,7,Tablet Mini,11,Norte,11,514.55,365.62,0.08,5207.25,4021.82,1185.43
ORD-20230122-03849,2023-01-22,20230122,2023,1,Enero,Q1,Tablet,8,Tablet Plus,12,Oeste,8,736.93,520.64,0.18,4834.26,4165.12,669.14
ORD-20230123-03860,2023-01-23,20230123,2023,1,Enero,Q1,Accesorio,2,Cargador,13,Sur,7,91.75,64.51,0.11,571.6,451.57,120.03
ORD-20230113-03879,2023-01-13,20230113,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,11,Norte,10,988.69,788.19,0.05,9392.56,7881.9,1510.66
ORD-20230110-03911,2023-01-10,20230110,2023,1,Enero,Q1,Tablet,8,Tablet Plus,11,Norte,9,452.25,321.06,0.22,3174.8,2889.54,285.26
ORD-20230117-03912,2023-01-17,20230117,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,13,Sur,9,1286.01,821.1,0.19,9375.01,7389.9,1985.11
ORD-20230129-03913,2023-01-29,20230129,2023,1,Enero,Q1,Tablet,8,Tablet Plus,12,Oeste,7,355.98,251.08,0.26,1843.98,1757.56,86.42
ORD-20230119-03922,2023-01-19,20230119,2023,1,Enero,Q1,Cómputo,3,Laptop Air,11,Norte,16,1114.76,747.42,0.02,17479.44,11958.72,5520.72
ORD-20230128-03987,2023-01-28,20230128,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,11,Norte,13,1318.84,955.64,0.25,12858.69,12423.32,435.37
ORD-20230125-04004,2023-01-25,20230125,2023,1,Enero,Q1,Tablet,7,Tablet Mini,10,Este,3,564.25,442.11,0.04,1625.04,1326.33,298.71
ORD-20230113-04011,2023-01-13,20230113,2023,1,Enero,Q1,Cómputo,3,Laptop Air,13,Sur,7,1868.45,1309.91,0.29,9286.2,9169.37,116.83
ORD-20230109-04051,2023-01-09,20230109,2023,1,Enero,Q1,Teléfono,10,Teléfono X,12,Oeste,6,1020.65,662.05,0.19,4960.36,3972.3,988.06
ORD-20230122-04099,2023-01-22,20230122,2023,1,Enero,Q1,Cómputo,4,Laptop Mini,10,Este,7,978.93,669.02,0.2,5482.01,4683.14,798.87
ORD-20230107-04105,2023-01-07,20230107,2023,1,Enero,Q1,Cómputo,5,Laptop Pro,11,Norte,8,1320.99,851.89,0.2,8454.34,6815.12,1639.22
ORD-20230126-04132,2023-01-26,20230126,2023,1,Enero,Q1,Accesorio,1,Audífonos,11,Norte,12,25.11,17.2,0.23,232.02,206.4,25.62
ORD-20230102-04157,2023-01-02,20230102,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,12,Oeste,5,685.27,423.97,0.1,3083.72,2119.85,963.87
ORD-20230124-04166,2023-01-24,20230124,2023,1,Enero,Q1,Tablet,7,Tablet Mini,13,Sur,9,756.28,520.93,0.12,5989.74,4688.37,1301.37
ORD-20230106-04211,2023-01-06,20230106,2023,1,Enero,Q1,Accesorio,9,Teclado,10,Este,12,111.33,67.96,0.19,1082.13,815.52,266.61
ORD-20230102-04218,2023-01-02,20230102,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,12,Oeste,5,955.59,590.34,0.08,4395.71,2951.7,1444.01
ORD-20230129-04255,2023-01-29,20230129,2023,1,Enero,Q1,Tablet,8,Tablet Plus,12,Oeste,5,562.68,354.71,0.28,2025.65,1773.55,252.1
ORD-20230127-04318,2023-01-27,20230127,2023,1,Enero,Q1,Teléfono,11,Teléfono Y,12,Oeste,12,1111.91,793.02,0.07,12408.92,9516.24,2892.68
