OrderID,OrderDate,Category,Product,Region,Units,UnitPrice,UnitCost,DiscountRate
ORD-20241015-01603,2024-10-15,Accesorio,Mouse,este,3,110.53,76.71,0.14
ORD-20230308-01604,2023-03-08,Tablet,Tablet Mini,Sur,8,569.31,417.26,0.15
ORD-20240412-01605,2024-04-12,Teléfono,Teléfono X,OESTE ,9,510.27,374.96,0.15
ORD-20240930-01606,2024-09-30,Cómputo,Laptop Air,Oeste  ,3,1784.36,1270.51,0.01
ORD-20230912-01607,2023-09-12,Teléfono,Teléfono Z,Este,10,1011.6,664.91,0.21
ORD-20231110-01608,2023-11-10,Teléfono,Teléfono Z,este,6,1156.32,722.08,0.26
ORD-20230315-01609,2023-03-15,Tablet,Tablet Plus,SUR,6,583.65,421.16,0.24
ORD-20241108-01610,2024-11-08,Teléfono,Teléfono Y,Sur,8,988.52,676.32,0.22
ORD-20230218-01611,2023-02-18,Teléfono,Teléfono Y,Norte,10,860.88,642.4,0.17
ORD-20241219-01612,2024-12-19,Teléfono,Teléfono Y,norte,13,1250.39,852.75,0.04
ORD-20230720-01613,2023-07-20,Teléfono,Teléfono Z, ESTE,7,680.38,494.73,0.08
ORD-20240210-01614,2024-02-10,Tablet,Tablet Mini,OESTE ,11,817.25,512.65,0.06
ORD-20240621-01615,2024-06-21,Accesorio,Teclado,Sur,8,104.0,71.43,0.12
ORD-20240112-01616,2024-01-12,Accesorio,Audífonos, ESTE,10,44.7,33.95,0.08
ORD-20230708-01617,2023-07-08,Accesorio,Teclado,OESTE ,13,71.96,46.51,0.09
ORD-20241104-01618,2024-11-04,Accesorio,Cargador,este,3,47.26,32.8,0.01
ORD-20230708-01619,2023-07-08,Cómputo,Laptop Pro,Oeste  ,9,910.93,577.64,0.05
ORD-20231215-01620,2023-12-15,Accesorio,Cargador, oeste,7,17.46,12.58,0.02
ORD-20240121-01621,2024-01-21,Tablet,Tablet Plus,este ,5,607.59,459.8,0.06
ORD-20230609-01622,2023-06-09,Tablet,Tablet Plus, oeste,12,851.15,603.33,0.08
ORD-20240716-01623,2024-07-16,Tablet,Tablet Mini,este ,9,309.29,225.18,0.0
ORD-20240914-01624,2024-09-14,Teléfono,Teléfono Z,Oeste  ,11,1209.28,874.96,0.02
ORD-20241218-01625,2024-12-18,Tablet,Tablet Mini,NORTE ,9,693.65,516.73,0.11
ORD-20240828-01626,2024-08-28,Teléfono,Teléfono Z,este,9,712.41,529.35,0.24
ORD-20241202-01627,2024-12-02,Teléfono,Teléfono Z,Sur,7,1044.83,710.29,0.17
ORD-20240415-01628,2024-04-15,Accesorio,Mouse,sur ,6,67.34,47.21,0.24
ORD-20240221-01629,2024-02-21,Teléfono,Teléfono Z,Oeste  ,8,893.91,615.42,0.16
ORD-20240910-01630,2024-09-10,Accesorio,Mouse,Sur,11,118.5,87.49,0.05
ORD-20240417-01631,2024-04-17,Cómputo,Laptop Air,este,5,1895.39,1157.49,0.28
ORD-20240905-01632,2024-09-05,Accesorio,Mouse,NORTE ,10,24.88,19.44,0.23
ORD-20230901-01633,2023-09-01,Cómputo,Laptop Mini,NORTE ,7,1651.83,1036.44,0.2
ORD-20230419-01634,2023-04-19,Accesorio,Cargador, norte ,3,142.74,107.31,0.3
ORD-20230419-01635,2023-04-19,Teléfono,Teléfono Z,NORTE ,8,1125.69,767.24,0.07
ORD-20241210-01636,2024-12-10,Accesorio,Teclado, ESTE,8,40.37,24.68,0.19
ORD-20240404-01637,2024-04-04,Teléfono,Teléfono Z,Oeste,7,727.24,532.07,0.29
ORD-20241125-01638,2024-11-25,Teléfono,Teléfono X,Oeste,5,1167.42,909.87,0.13
ORD-20230423-01639,2023-04-23,Cómputo,Laptop Mini,este,8,1413.85,1014.45,0.04
ORD-20240413-01640,2024-04-13,Cómputo,Laptop Pro,este ,4,1608.73,1014.29,0.28
ORD-20241012-01641,2024-10-12,Tablet,Tablet Plus,este ,9,890.32,608.42,0.15
ORD-20241221-01642,2024-12-21,Accesorio,Audífonos,Norte,7,67.67,45.6,0.28
ORD-20230418-01643,2023-04-18,Accesorio,Teclado, ESTE,9,83.9,63.25,0.16
ORD-20230410-01644,2023-04-10,Teléfono,Teléfono X, norte ,14,1012.52,687.24,0.16
ORD-20240503-01645,2024-05-03,Accesorio,Teclado,este,5,59.21,36.34,0.14
ORD-20231020-01646,2023-10-20,Teléfono,Teléfono X,sur ,8,652.34,502.12,0.1
ORD-20230209-01647,2023-02-09,Accesorio,Teclado,Oeste,10,46.97,36.38,0.29
ORD-20240913-01648,2024-09-13,Tablet,Tablet Mini, ESTE,2,546.03,433.89,0.23
ORD-20240517-01649,2024-05-17,Tablet,Tablet Mini,OESTE ,12,640.16,493.34,0.03
ORD-20230914-01650,2023-09-14,Teléfono,Teléfono Y,SUR,9,1023.94,760.52,0.03
ORD-20230525-01651,2023-05-25,Tablet,Tablet Plus,Oeste  ,8,808.57,498.52,0.07
ORD-20240307-01652,2024-03-07,Teléfono,Teléfono X, Sur,7,758.47,489.83,0.13
ORD-20240423-01653,2024-04-23,Teléfono,Teléfono Z, oeste,7,813.84,650.26,0.26
ORD-20230809-01654,2023-08-09,Tablet,Tablet Mini,este,6,845.95,577.66,0.22
ORD-20240905-01655,2024-09-05,Accesorio,Mouse,Oeste,10,131.77,83.29,0.24
ORD-20241026-01656,2024-10-26,Teléfono,Teléfono Z,Norte,9,1219.79,836.24,0.18
ORD-20230119-01657,2023-01-19,Tablet,Tablet Plus,este,12,506.16,377.13,0.02
ORD-20241104-01658,2024-11-04,Tablet,Tablet Plus, oeste,10,471.27,309.89,0.17
ORD-20230911-01659,2023-09-11,Cómputo,Laptop Pro,SUR,8,1945.76,1325.61,0.03
ORD-20230804-01660,2023-08-04,Tablet,Tablet Mini,Sur,7,503.95,319.74,0.11
ORD-20230406-01661,2023-04-06,Accesorio,Cargador,Sur,6,39.41,30.92,0.15
ORD-20231002-01662,2023-10-02,Accesorio,Audífonos,sur ,10,70.38,42.78,0.16
ORD-20230717-01663,2023-07-17,Tablet,Tablet Mini,OESTE ,7,898.65,673.22,0.08
ORD-20230831-01664,2023-08-31,Teléfono,Teléfono Z, ESTE,9,738.28,525.05,0.21
ORD-20230913-01665,2023-09-13,Cómputo,Laptop Pro, Sur,5,1972.18,1239.96,0.28
ORD-20240312-01666,2024-03-12,Teléfono,Teléfono Y,norte,5,963.39,656.56,0.27
ORD-20241210-01667,2024-12-10,Tablet,Tablet Mini, norte ,11,850.73,657.31,0.14
ORD-20231004-01668,2023-10-04,Tablet,Tablet Mini,sur ,4,794.37,596.35,0.0
ORD-20230924-01669,2023-09-24,Cómputo,Laptop Pro,NORTE ,9,1127.64,860.2,0.07
ORD-20230217-01670,2023-02-17,Teléfono,Teléfono X,Este,8,528.21,350.53,0.13
ORD-20240519-01671,2024-05-19,Accesorio,Mouse,Norte,6,87.02,66.06,0.04
ORD-20231215-01672,2023-12-15,Cómputo,Laptop Pro,Este,3,902.96,559.43,0.06
ORD-20230717-01673,2023-07-17,Tablet,Tablet Mini, ESTE,10,881.07,640.68,0.25
ORD-20240119-01674,2024-01-19,Tablet,Tablet Plus,Oeste,9,745.1,456.65,0.28
ORD-20230630-01675,2023-06-30,Accesorio,Teclado,SUR,7,84.25,52.71,0.05
ORD-20240629-01676,2024-06-29,Tablet,Tablet Mini,OESTE ,9,673.81,493.63,0.1
ORD-20231015-01677,2023-10-15,Accesorio,Teclado,norte,12,113.08,85.81,0.25
ORD-20230916-01678,2023-09-16,Accesorio,Teclado,SUR,8,34.08,23.15,0.08
ORD-20240325-01679,2024-03-25,Tablet,Tablet Plus, oeste,4,693.23,468.33,0.21
ORD-20241031-01680,2024-10-31,Teléfono,Teléfono X,sur ,6,1257.16,785.09,
ORD-20240306-01681,2024-03-06,Teléfono,Teléfono Y,Oeste  ,403,911.13,712.68,0.28
ORD-20230904-01682,2023-09-04,Accesorio,Cargador, norte ,13,140.14,93.94,0.04
ORD-20231020-01683,2023-10-20,Cómputo,Laptop Pro,Sur,5,1529.18,934.46,0.04
ORD-20240325-01684,2024-03-25,Teléfono,Teléfono Z, Sur,12,1260.81,909.2,0.22
ORD-20230514-01685,2023-05-14,Teléfono,Teléfono X,SUR,4,1125.25,780.73,0.13
ORD-20241024-01686,2024-10-24,Cómputo,Laptop Mini,sur ,7,1596.91,1188.53,0.23
ORD-20240831-01687,2024-08-31,Tablet,Tablet Mini,norte,9,489.94,300.11,0.12
ORD-20230527-01688,2023-05-27,Teléfono,Teléfono X,Oeste  ,13,947.78,690.91,0.23
ORD-20240213-01689,2024-02-13,Accesorio,Teclado,Oeste,8,133.0,93.22,0.02
ORD-20230215-01690,2023-02-15,Cómputo,Laptop Mini,Oeste  ,8,1578.85,999.37,0.26
ORD-20240309-01691,2024-03-09,Accesorio,Audífonos,este ,11,97.17,73.82,0.06
ORD-20230222-01692,2023-02-22,Accesorio,Cargador,este ,7,90.05,58.48,0.07
ORD-20240616-01693,2024-06-16,Accesorio,Mouse,Oeste,6,17.13,11.47,0.12
ORD-20230217-01694,2023-02-17,Cómputo,Laptop Mini,Oeste  ,14,1891.11,1444.72,0.22
ORD-20230604-01695,2023-06-04,Tablet,Tablet Plus,Sur,7,825.35,533.99,0.15
ORD-20230421-01696,2023-04-21,Teléfono,Teléfono Y, norte ,4,751.61,522.68,0.27
ORD-20241126-01697,2024-11-26,Teléfono,Teléfono Y, oeste,7,620.15,488.47,0.2
ORD-20230228-01698,2023-02-28,Accesorio,Audífonos,este ,3,115.49,80.95,0.02
ORD-20240801-01699,2024-08-01,Cómputo,Laptop Mini,este,6,1889.95,1276.12,0.26
ORD-20240915-01700,2024-09-15,Tablet,Tablet Plus,Oeste  ,4,426.47,338.28,0.06
ORD-20240804-01701,2024-08-04,Accesorio,Cargador, norte ,9,30.25,22.64,0.06
ORD-20241009-01702,2024-10-09,Accesorio,Audífonos,este,10,84.22,55.08,0.12
ORD-20240630-01703,2024-06-30,Cómputo,Laptop Air,Oeste  ,8,1866.39,1452.87,0.25
ORD-20230103-01704,2023-01-03,Accesorio,Cargador,sur ,11,89.3,57.36,0.09
ORD-20230530-01705,2023-05-30,Tablet,Tablet Mini, ESTE,1,889.24,576.01,0.09
ORD-20240203-01706,2024-02-03,Cómputo,Laptop Air,Sur,11,1677.61,1026.66,0.2
ORD-20240421-01707,2024-04-21,Accesorio,Audífonos,Oeste  ,7,144.7,108.32,0.02
ORD-20240416-01708,2024-04-16,Cómputo,Laptop Air,Este,11,1058.79,644.26,0.17
ORD-20230627-01709,2023-06-27,Accesorio,Cargador, Sur,5,114.52,75.31,0.06
ORD-20240428-01710,2024-04-28,Accesorio,Audífonos,OESTE ,9,139.88,92.94,0.28
ORD-20240122-01711,2024-01-22,Accesorio,Teclado,Este,6,90.7,67.36,0.24
ORD-20230909-01712,2023-09-09,Cómputo,Laptop Air,Oeste,10,1797.23,1345.53,0.1
ORD-20241013-01713,2024-10-13,Cómputo,Laptop Pro,norte,6,1538.43,1226.46,0.01
ORD-20240512-01714,2024-05-12,Cómputo,Laptop Air,este,13,1256.12,783.61,0.3
ORD-20240126-01715,2024-01-26,Cómputo,Laptop Pro,Norte,11,1068.0,706.16,0.18
ORD-20230227-01716,2023-02-27,Teléfono,Teléfono Y,SUR,8,678.65,437.11,0.04
ORD-20230218-01717,2023-02-18,Cómputo,Laptop Air,Este,2,937.18,683.72,0.02
ORD-20240906-01718,2024-09-06,Cómputo,Laptop Mini, norte ,9,1649.44,1163.68,0.21
ORD-20240628-01719,2024-06-28,Teléfono,Teléfono X,SUR,7,816.36,533.99,0.14
ORD-20241107-01720,2024-11-07,Accesorio,Teclado,Oeste  ,13,127.95,92.51,0.18
ORD-20241213-01721,2024-12-13,Teléfono,Teléfono Z,Oeste  ,7,963.96,752.4,0.11
ORD-20241209-01722,2024-12-09,Cómputo,Laptop Mini,Este,3,1874.16,1294.54,0.23
ORD-20240724-01723,2024-07-24,Teléfono,Teléfono Z, norte ,4,1193.08,901.48,0.13
ORD-20240425-01724,2024-04-25,Teléfono,Teléfono Y,Sur,4,1044.25,672.96,0.23
ORD-20240430-01725,2024-04-30,Tablet,Tablet Mini,este,11,603.73,430.41,0.23
ORD-20240211-01726,2024-02-11,Teléfono,Teléfono Z, oeste,6,1213.01,803.18,0.18
ORD-20230225-01727,2023-02-25,Teléfono,Teléfono Z, norte ,10,1243.61,746.76,0.24
ORD-20230619-01728,2023-06-19,Tablet,Tablet Mini,Este,12,453.7,316.88,0.19
ORD-20230728-01729,2023-07-28,Teléfono,Teléfono X,Sur,8,1282.07,798.03,0.27
ORD-20240828-01730,2024-08-28,Accesorio,Audífonos, Sur,7,81.91,55.98,0.12
ORD-20230206-01731,2023-02-06,Accesorio,Teclado,este ,8,144.92,102.6,0.17
ORD-20231211-01732,2023-12-11,Tablet,Tablet Mini, ESTE,11,480.86,314.45,0.12
ORD-20231026-01733,2023-10-26,Accesorio,Cargador,Sur,7,120.58,82.95,0.06
ORD-20240227-01734,2024-02-27,Cómputo,Laptop Air,sur ,6,1276.57,904.95,0.08
ORD-20240410-01735,2024-04-10,Teléfono,Teléfono X,este ,8,729.42,574.92,0.19
ORD-20230629-01736,2023-06-29,Cómputo,Laptop Air, ESTE,8,1978.14,1566.1,0.2
ORD-20240822-01737,2024-08-22,Accesorio,Cargador,Este,5,91.62,59.22,0.11
ORD-20240122-01738,2024-01-22,Teléfono,Teléfono Z,este ,11,873.32,608.14,0.26
ORD-20231005-01739,2023-10-05,Teléfono,Teléfono X,norte,11,1101.48,795.43,0.26
ORD-20240120-01740,2024-01-20,Tablet,Tablet Plus, ESTE,10,733.82,477.58,0.19
ORD-20230930-01741,2023-09-30,Tablet,Tablet Plus,Norte,8,469.13,307.43,0.21
ORD-20240722-01742,2024-07-22,Tablet,Tablet Mini,norte,8,468.88,317.37,0.19
ORD-20230524-01743,2023-05-24,Teléfono,Teléfono X,NORTE ,9,1260.28,845.3,0.07
ORD-20230130-01744,2023-01-30,Cómputo,Laptop Mini,este,13,936.61,671.0,0.05
ORD-20230207-01745,2023-02-07,Cómputo,Laptop Pro,Este,12,1345.97,960.31,0.03
ORD-20230601-01746,2023-06-01,Accesorio,Mouse, ESTE,12,148.66,104.43,0.09
ORD-20240519-01747,2024-05-19,Teléfono,Teléfono Z,Sur,7,787.67,486.47,0.26
ORD-20230815-01748,2023-08-15,Cómputo,Laptop Mini,norte,11,1404.94,1040.62,0.06
ORD-20231116-01749,2023-11-16,Teléfono,Teléfono Z,este ,11,573.3,350.18,0.04
ORD-20231127-01750,2023-11-27,Tablet,Tablet Mini,Oeste,459,531.67,365.89,0.28
ORD-20240226-01751,2024-02-26,Teléfono,Teléfono Z, norte ,8,1274.67,940.17,0.24
ORD-20240507-01752,2024-05-07,Tablet,Tablet Mini, ESTE,10,346.95,264.28,0.05
ORD-20240527-01753,2024-05-27,Teléfono,Teléfono Y,este ,5,886.72,624.78,0.11
ORD-20240418-01754,2024-04-18,Tablet,Tablet Mini, norte ,5,865.27,592.66,0.29
ORD-20231020-01755,2023-10-20,Tablet,Tablet Plus,Oeste  ,9,311.7,233.21,0.02
ORD-20231205-01756,2023-12-05,Tablet,Tablet Mini,SUR,9,724.98,467.8,0.15
ORD-20240913-01757,2024-09-13,Teléfono,Teléfono Z,este ,4,1296.85,833.54,0.23
ORD-20240211-01758,2024-02-11,Cómputo,Laptop Mini, ESTE,7,1158.42,819.0,0.25
ORD-20231218-01759,2023-12-18,Tablet,Tablet Mini,Este,9,725.87,558.04,0.1
ORD-20230113-01760,2023-01-13,Tablet,Tablet Plus,NORTE ,11,771.24,490.53,0.13
ORD-20240130-01761,2024-01-30,Teléfono,Teléfono X,sur ,11,858.02,675.11,0.11
ORD-20241024-01762,2024-10-24,Teléfono,Teléfono Y,sur ,12,924.38,698.58,0.17
ORD-20240819-01763,2024-08-19,Cómputo,Laptop Mini,Este,11,1560.09,1173.35,0.25
ORD-20240307-01764,2024-03-07,Tablet,Tablet Plus,Sur,11,715.97,552.1,0.2
ORD-20230807-01765,2023-08-07,Teléfono,Teléfono Z,OESTE ,12,634.25,491.77,0.0
ORD-20230212-01766,2023-02-12,Tablet,Tablet Plus,Oeste  ,10,762.74,543.99,0.27
ORD-20240618-01767,2024-06-18,Cómputo,Laptop Pro,SUR,5,1727.53,1191.51,0.16
ORD-20241008-01768,2024-10-08,Teléfono,Teléfono X,Norte,6,727.99,510.79,0.12
ORD-20230718-01769,2023-07-18,Tablet,Tablet Mini,Este,13,556.7,360.08,0.05
ORD-20240920-01770,2024-09-20,Teléfono,Teléfono Z, Sur,9,1127.5,677.06,0.22
ORD-20240710-01771,2024-07-10,Teléfono,Teléfono X,sur ,4,952.91,760.32,0.04
ORD-20230208-01772,2023-02-08,Accesorio,Teclado,Oeste,12,98.68,74.11,0.05
ORD-20240324-01773,2024-03-24,Cómputo,Laptop Air,SUR,5,1073.37,675.09,0.23
ORD-20231113-01774,2023-11-13,Tablet,Tablet Mini,este,4,863.33,638.92,0.26
ORD-20241130-01775,2024-11-30,Tablet,Tablet Plus, ESTE,2,882.64,544.27,0.02
ORD-20240908-01776,2024-09-08,Teléfono,Teléfono X,SUR,5,733.89,479.24,0.2
ORD-20231213-01777,2023-12-13,Teléfono,Teléfono Y,este,17,578.22,430.2,0.14
ORD-20241106-01778,2024-11-06,Tablet,Tablet Mini, ESTE,8,365.63,233.01,0.0
ORD-20240615-01779,2024-06-15,Tablet,Tablet Mini,norte,7,409.77,255.15,0.18
ORD-20231221-01780,2023-12-21,Cómputo,Laptop Pro,NORTE ,6,1499.17,908.02,0.29
ORD-20230217-01781,2023-02-17,Accesorio,Mouse,Sur,8,17.98,13.99,0.23
ORD-20241101-01782,2024-11-01,Accesorio,Mouse,Oeste,7,94.68,72.12,0.19
ORD-20240607-01783,2024-06-07,Teléfono,Teléfono X,Norte,7,1129.9,840.54,0.28
ORD-20230602-01784,2023-06-02,Tablet,Tablet Plus,NORTE ,8,574.37,438.02,0.17
ORD-20240131-01785,2024-01-31,Accesorio,Teclado,SUR,11,84.45,56.22,0.05
ORD-20230710-01786,2023-07-10,Accesorio,Cargador,Oeste  ,6,97.68,77.64,0.22
ORD-20230618-01787,2023-06-18,Cómputo,Laptop Pro,NORTE ,9,1877.6,1377.82,0.24
ORD-20230219-01788,2023-02-19,Cómputo,Laptop Pro,Este,8,1115.94,840.47,0.05
ORD-20240808-01789,2024-08-08,Teléfono,Teléfono Y,NORTE ,10,622.19,379.49,0.25
ORD-20230518-01790,2023-05-18,Cómputo,Laptop Pro,sur ,15,1925.62,1181.96,0.21
ORD-20230525-01791,2023-05-25,Accesorio,Cargador,OESTE ,12,67.38,43.72,0.16
ORD-20240726-01792,2024-07-26,Teléfono,Teléfono Y,Oeste  ,13,710.53,535.0,0.12
ORD-20240104-01793,2024-01-04,Teléfono,Teléfono Z,Oeste  ,6,989.57,714.93,0.17
ORD-20230329-01794,2023-03-29,Teléfono,Teléfono X,Norte,6,1066.84,845.81,0.1
ORD-20240416-01795,2024-04-16,Cómputo,Laptop Mini,este ,7,1041.39,794.89,0.02
ORD-20240121-01796,2024-01-21,Accesorio,Mouse,Oeste,5,145.92,95.96,0.15
ORD-20230306-01797,2023-03-06,Teléfono,Teléfono X,este,13,943.05,726.89,0.05
ORD-20240806-01798,2024-08-06,Tablet,Tablet Mini,este,5,857.86,658.82,0.15
ORD-20240219-01799,2024-02-19,Cómputo,Laptop Pro,sur ,9,1595.16,1228.94,0.24
ORD-20240911-01800,2024-09-11,Cómputo,Laptop Mini, Sur,9,908.43,565.19,0.08
ORD-20230325-01801,2023-03-25,Cómputo,Laptop Air,norte,6,1265.35,788.15,0.21
ORD-20230722-01802,2023-07-22,Teléfono,Teléfono X,sur ,9,645.01,499.92,0.19
ORD-20241028-01803,2024-10-28,Teléfono,Teléfono Z,SUR,10,1211.8,760.24,0.09
ORD-20241226-01804,2024-12-26,Teléfono,Teléfono Z,Oeste,8,858.3,566.8,0.07
ORD-20230613-01805,2023-06-13,Accesorio,Mouse, oeste,7,134.96,98.4,0.02
ORD-20230601-01806,2023-06-01,Teléfono,Teléfono Y,OESTE ,8,1192.61,723.83,0.02
ORD-20240224-01807,2024-02-24,Cómputo,Laptop Pro,este,13,1563.35,1185.86,0.02
ORD-20231121-01808,2023-11-21,Tablet,Tablet Plus, ESTE,10,387.69,281.95,0.14
ORD-20241116-01809,2024-11-16,Cómputo,Laptop Pro,este ,5,1927.99,1206.09,0.28
ORD-20241211-01810,2024-12-11,Cómputo,Laptop Mini, norte ,12,1626.97,1050.39,0.02
ORD-20231122-01811,2023-11-22,Tablet,Tablet Plus,Oeste,3,829.41,661.83,0.01
ORD-20240319-01812,2024-03-19,Teléfono,Teléfono X,Oeste,8,728.27,566.48,0.14
ORD-20230109-01813,2023-01-09,Teléfono,Teléfono X,Oeste,7,1037.27,747.35,0.3
ORD-20230518-01814,2023-05-18,Teléfono,Teléfono X,norte,17,718.93,433.52,0.05
ORD-20231006-01815,2023-10-06,Tablet,Tablet Plus,este ,5,450.08,349.0,0.12
ORD-20231019-01816,2023-10-19,Cómputo,Laptop Air,OESTE ,7,1316.34,789.86,0.22
ORD-20240309-01817,2024-03-09,Tablet,Tablet Mini,este,5,404.39,255.75,0.23
ORD-20230819-01818,2023-08-19,Accesorio,Teclado, ESTE,11,42.82,27.22,0.13
ORD-20240131-01819,2024-01-31,Accesorio,Teclado,SUR,9,146.1,95.68,0.07
ORD-20230829-01820,2023-08-29,Teléfono,Teléfono Z,SUR,9,852.34,542.27,0.23
ORD-20241204-01821,2024-12-04,Tablet,Tablet Mini,OESTE ,10,619.44,371.67,0.06
ORD-20230506-01822,2023-05-06,Teléfono,Teléfono X,,12,569.78,372.99,0.19
ORD-20230311-01823,2023-03-11,Teléfono,Teléfono Y,Sur,9,946.57,691.23,0.16
ORD-20231130-01824,2023-11-30,Teléfono,Teléfono Z, norte ,8,727.21,543.43,0.07
ORD-20230325-01825,2023-03-25,Tablet,Tablet Plus,Este,10,349.79,242.92,0.01
ORD-20240419-01826,2024-04-19,Cómputo,Laptop Pro,Este,6,1990.81,1456.65,0.11
ORD-20231006-01827,2023-10-06,Accesorio,Audífonos,Oeste  ,7,86.33,57.48,0.05
ORD-20230829-01828,2023-08-29,Accesorio,Mouse, norte ,14,121.62,94.13,0.04
ORD-20231115-01829,2023-11-15,Tablet,Tablet Plus,SUR,3,659.35,492.55,0.28
ORD-20240111-01830,2024-01-11,Teléfono,Teléfono X, ESTE,9,1011.08,759.86,0.23
ORD-20240819-01831,2024-08-19,Tablet,Tablet Mini,norte,5,645.03,486.1,0.16
ORD-20240901-01832,2024-09-01,Tablet,Tablet Mini,SUR,11,332.47,217.59,0.06
ORD-20230508-01833,2023-05-08,Teléfono,Teléfono X, ESTE,6,855.42,585.11,0.22
ORD-20231012-01834,2023-10-12,Accesorio,Cargador,norte,5,81.31,59.06,0.23
ORD-20230117-01835,2023-01-17,Teléfono,Teléfono Z,Sur,7,941.68,607.62,0.12
ORD-20230531-01836,2023-05-31,Tablet,Tablet Plus,este,7,600.58,454.89,0.15
ORD-20240527-01837,2024-05-27,Teléfono,Teléfono X,Este,6,1199.22,829.86,0.23
ORD-20230407-01838,2023-04-07,Tablet,Tablet Mini, oeste,7,352.51,271.76,0.06
ORD-20231123-01839,2023-11-23,Tablet,Tablet Plus,este,6,749.29,584.46,0.22
ORD-20230421-01840,2023-04-21,Tablet,Tablet Plus,NORTE ,12,734.66,477.82,0.28
ORD-20230130-01841,2023-01-30,Accesorio,Audífonos,Oeste,10,88.42,68.25,0.08
ORD-20231125-01842,2023-11-25,Tablet,Tablet Mini,Oeste,14,833.76,666.57,0.3
ORD-20241110-01843,2024-11-10,Accesorio,Mouse,OESTE ,8,135.98,95.52,0.27
ORD-20230509-01844,2023-05-09,Tablet,Tablet Plus, Sur,1,802.28,512.23,0.09
ORD-20230203-01845,2023-02-03,Cómputo,Laptop Pro,OESTE ,1,1816.57,1227.33,0.29
ORD-20231006-01846,2023-10-06,Cómputo,Laptop Air, oeste,8,1820.72,1282.54,0.02
ORD-20231215-01847,2023-12-15,Cómputo,Laptop Air,este,7,1931.58,1257.33,0.23
ORD-20230211-01848,2023-02-11,Cómputo,Laptop Air,sur ,11,1023.25,806.99,0.22
ORD-20230921-01849,2023-09-21,Tablet,Tablet Mini, Sur,9,756.82,465.4,0.23
ORD-20240721-01850,2024-07-21,Accesorio,Mouse,SUR,5,27.85,21.88,0.16
ORD-20241128-01851,2024-11-28,Teléfono,Teléfono Z,Sur,9,766.37,465.5,0.29
ORD-20230213-01852,2023-02-13,Tablet,Tablet Plus, ESTE,6,478.8,377.31,0.16
ORD-20231105-01853,2023-11-05,Tablet,Tablet Plus,Sur,11,501.9,325.36,0.11
ORD-20230710-01854,2023-07-10,Accesorio,Teclado, ESTE,11,99.98,66.34,0.24
ORD-20230603-01855,2023-06-03,Accesorio,Teclado,OESTE ,13,131.7,103.42,0.09
ORD-20240302-01856,2024-03-02,Teléfono,Teléfono Z, ESTE,10,1259.06,777.93,0.16
ORD-20240921-01857,2024-09-21,Tablet,Tablet Mini,NORTE ,10,337.44,249.15,0.3
ORD-20231214-01858,2023-12-14,Tablet,Tablet Plus, oeste,9,799.2,519.31,0.03
ORD-20240117-01859,2024-01-17,Teléfono,Teléfono Z,este ,13,1110.88,885.29,0.29
ORD-20230705-01860,2023-07-05,Teléfono,Teléfono X, Sur,7,646.62,399.7,0.0
ORD-20230427-01861,2023-04-27,Cómputo,Laptop Mini,NORTE ,5,1900.12,1420.04,0.1
ORD-20230608-01862,2023-06-08,Tablet,Tablet Plus,este ,7,581.81,353.9,0.0
ORD-20230410-01863,2023-04-10,Teléfono,Teléfono X,norte,10,1258.97,989.66,0.0
ORD-20241208-01864,2024-12-08,Accesorio,Mouse,este ,10,18.61,13.06,0.05
ORD-20240314-01865,2024-03-14,Tablet,Tablet Plus, ESTE,5,629.86,427.62,0.03
ORD-20230409-01866,2023-04-09,Tablet,Tablet Mini, oeste,8,303.27,184.35,0.25
ORD-20230214-01867,2023-02-14,Teléfono,Teléfono Y, oeste,14,651.35,402.86,0.14
ORD-20240922-01868,2024-09-22,Accesorio,Mouse,NORTE ,7,34.7,23.86,0.07
ORD-20230911-01869,2023-09-11,Tablet,Tablet Plus,NORTE ,4,487.1,307.16,0.26
ORD-20230328-01870,2023-03-28,Teléfono,Teléfono Z, ESTE,10,1184.51,812.42,0.28
ORD-20240513-01871,2024-05-13,Tablet,Tablet Plus,Norte,10,667.97,468.32,0.0
ORD-20230419-01872,2023-04-19,Cómputo,Laptop Air, oeste,12,1461.73,941.14,0.03
ORD-20240607-01873,2024-06-07,Tablet,Tablet Mini, norte ,8,870.12,641.79,0.17
ORD-20230611-01874,2023-06-11,Cómputo,Laptop Pro, oeste,10,1254.18,849.38,0.18
ORD-20240426-01875,2024-04-26,Teléfono,Teléfono Z, norte ,8,636.28,475.33,0.01
ORD-20241224-01876,2024-12-24,Tablet,Tablet Mini, ESTE,6,652.19,421.52,0.1
ORD-20230413-01877,2023-04-13,Teléfono,Teléfono X, Sur,8,1202.45,799.24,0.08
ORD-20240719-01878,2024-07-19,Cómputo,Laptop Air,Oeste,14,1113.22,848.51,0.1
ORD-20230115-01879,2023-01-15,Tablet,Tablet Mini,Sur,9,325.06,239.1,0.2
ORD-20230608-01880,2023-06-08,Cómputo,Laptop Mini,este ,10,1368.79,895.31,0.19
ORD-20240418-01881,2024-04-18,Teléfono,Teléfono Y,OESTE ,6,674.38,538.32,0.11
ORD-20230525-01882,2023-05-25,Cómputo,Laptop Air,sur ,11,1934.0,1302.16,0.0
ORD-20231005-01883,2023-10-05,Tablet,Tablet Mini,OESTE ,8,784.04,494.92,0.28
